,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target,PctTenents
3904,,38.0,5.757255936675461,1.079155672823219,1141.0,3.0105540897097627,34.19,-118.51,2.211,25.16399617972683
17463,3.75,16.0,3.9819494584837547,0.9765342960288809,1227.0,2.2148014440433212,34.43,-119.88,2.231,25.93868054926942
6930,2.9321,14.0,4.778058007566204,1.021437578814628,2551.0,3.2168978562421184,34.02,-118.08,1.442,22.530843555366374
3470,3.0526,24.0,4.5283950617283955,1.0987654320987654,3151.0,3.8901234567901235,34.29,-118.46,1.833,21.963148301502596
9820,3.2865,52.0,4.8839590443686,1.023890784982935,657.0,2.242320819112628,36.62,-121.91,2.401,25.495117125410733
16821,5.4694,25.0,5.360441075120606,1.0289455547898,4674.0,3.221226740179187,37.66,-122.53,2.724,26.928466318242858
1627,4.9,36.0,4.479338842975206,0.9834710743801653,231.0,1.9090909090909092,37.88,-122.18,3.542,24.574642723875286
8771,3.9408,34.0,4.402035623409669,1.0865139949109415,1008.0,2.564885496183206,33.8,-118.34,3.277,25.890124436610513
10703,3.5521,8.0,5.292527821939586,1.1971383147853736,1312.0,2.0858505564387917,33.6,-117.71,2.298,24.173392164245218
13726,1.3021,52.0,3.99163179916318,0.9748953974895398,533.0,2.2301255230125525,34.06,-117.18,1.0,23.251654585923543
4165,2.1793,36.0,2.882,1.068,1809.0,3.618,34.11,-118.2,1.857,24.0891105279392
11705,1.7083,33.0,20.097826086956523,4.173913043478261,218.0,2.369565217391304,39.17,-120.1,1.438,25.387395632196164
2519,3.35,23.0,5.582491582491582,1.0336700336700337,836.0,2.814814814814815,39.7,-122.18,0.854,25.591940340843234
20260,3.8625,30.0,4.786026200873362,1.0087336244541485,741.0,3.2358078602620086,34.21,-119.18,2.347,25.13613417263259
15907,4.2212,52.0,4.506696428571429,0.9330357142857143,999.0,2.2299107142857144,37.74,-122.42,2.713,25.778899888290166
16380,2.505,11.0,5.459047619047619,1.2457142857142858,1404.0,2.6742857142857144,38.03,-121.3,0.95,24.20932530820104
7675,4.8542,36.0,4.365979381443299,0.9536082474226805,713.0,3.6752577319587627,33.92,-118.09,1.674,24.69642297386252
16548,3.1964,13.0,4.751334044823906,1.0128068303094984,2740.0,2.9242262540021344,37.82,-121.22,1.415,25.9336432037218
12368,4.9444,12.0,12.447368421052632,2.210526315789474,1179.0,2.068421052631579,33.79,-116.42,2.85,25.49350261233641
4231,3.5806,52.0,5.1749174917491745,1.113861386138614,1213.0,2.0016501650165015,34.11,-118.3,3.919,25.8979774839327
9443,3.8333,24.0,5.733333333333333,1.4,79.0,2.6333333333333333,37.67,-119.81,0.938,24.449575975970546
15574,5.5102,7.0,7.3541543901001765,1.1467295226870948,5102.0,3.006482027106659,33.0,-116.78,2.21,25.065460569739713
17314,3.2569,14.0,5.438818565400844,1.1687763713080168,693.0,2.9240506329113924,34.72,-120.27,2.308,25.1992571176868
8872,5.5321,43.0,5.153766769865841,1.0908152734778123,1830.0,1.888544891640867,34.06,-118.41,5.00001,26.360958419798216
12409,2.025,33.0,3.432098765432099,1.123456790123457,375.0,4.62962962962963,33.75,-116.25,0.5,23.235811262526145
1633,2.4444,20.0,6.333333333333333,0.8666666666666667,31.0,2.066666666666667,37.88,-122.22,4.75,25.08439715465379
20567,5.3064,15.0,6.423584905660378,0.9924528301886792,3060.0,2.8867924528301887,38.66,-121.79,1.65,23.779823223237806
8511,3.4792,30.0,4.532956685499058,1.0941619585687383,1724.0,3.2467043314500943,33.9,-118.31,1.947,25.227335565069886
19841,2.6711,24.0,5.383419689119171,0.9844559585492227,643.0,3.33160621761658,36.43,-119.1,0.713,24.007871881900382
3798,3.1106,11.0,3.67680608365019,1.1039290240811153,1659.0,2.102661596958175,34.16,-118.37,2.094,25.016031884532577
13442,2.7437,18.0,5.535776614310646,1.1029668411867364,1621.0,2.8289703315881325,34.09,-117.43,1.202,24.993174641044302
1078,2.125,8.0,4.827586206896552,0.9655172413793104,84.0,2.896551724137931,39.71,-121.78,1.792,25.959245223696296
7542,2.0817,35.0,4.481481481481482,1.0722222222222222,2010.0,3.7222222222222223,33.9,-118.21,1.046,26.380148754866774
18188,4.505,32.0,3.5763546798029555,1.0049261083743843,538.0,2.6502463054187193,37.38,-122.01,2.304,24.36711534626568
1359,3.7043,17.0,5.677966101694915,1.0554699537750385,1939.0,2.987673343605547,38.03,-121.97,1.398,25.528205183944692
20537,1.0633,18.0,3.0725552050473186,1.0,521.0,1.6435331230283912,38.54,-121.73,1.375,25.80936542230616
7251,3.6875,44.0,5.177777777777778,0.9944444444444445,717.0,3.9833333333333334,33.98,-118.12,1.781,24.05159602068628
7463,3.4712,40.0,4.798561151079137,0.9928057553956835,1226.0,4.410071942446043,33.93,-118.19,1.443,24.999323157565964
9566,2.4653,34.0,5.466666666666667,1.0031746031746032,904.0,2.86984126984127,37.35,-120.6,0.661,23.702778963293948
9008,6.91,40.0,4.920454545454546,1.0284090909090908,399.0,2.2670454545454546,34.08,-118.6,3.8,25.147070890881913
13617,3.0721,40.0,4.843283582089552,0.9477611940298507,793.0,2.958955223880597,34.13,-117.27,0.838,25.776671248390443
28,1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,1.089,25.50331994348714
8485,3.7969,29.0,6.329545454545454,1.125,1140.0,3.2386363636363638,33.93,-118.3,1.694,24.416020157707283
5067,2.5437,43.0,4.6626139817629175,1.1671732522796352,1231.0,3.7416413373860182,33.99,-118.3,0.945,24.906277692840128
13661,4.7986,18.0,6.130890052356021,1.0523560209424083,1264.0,3.3089005235602094,34.03,-117.33,1.237,23.16784245003357
18868,3.1204,44.0,5.295774647887324,1.0586854460093897,1057.0,2.4812206572769955,38.1,-122.22,1.108,25.766014544600537
1006,3.7212,26.0,5.07088122605364,1.0268199233716475,1422.0,2.7241379310344827,37.69,-121.75,1.838,24.532384704729683
12945,5.2949,33.0,7.188405797101449,1.0471014492753623,842.0,3.050724637681159,38.65,-121.27,1.733,25.21018756430152
19993,2.25,33.0,4.924433249370277,1.0025188916876575,1412.0,3.556675062972292,36.2,-119.36,0.515,23.291440552111162
15261,6.3712,9.0,6.762043795620438,1.108029197080292,1724.0,2.5167883211678834,33.02,-117.26,3.698,24.608586728142498
14032,,26.0,3.897277227722772,1.0297029702970297,1320.0,1.6336633663366336,32.74,-117.15,2.117,24.930177655999763
3008,2.7659,10.0,5.364192807957154,1.1117061973986229,4163.0,3.1851568477429226,35.28,-119.01,0.775,24.285632642565993
15945,3.7105,52.0,4.837719298245614,1.0482456140350878,1583.0,3.4714912280701755,37.72,-122.43,2.505,22.964121105475908
11365,3.7162,16.0,4.91651865008881,1.0657193605683837,1182.0,2.0994671403197156,33.74,-117.95,2.012,24.16686739438519
5678,,35.0,6.326530612244898,1.0136054421768708,1167.0,2.6462585034013606,33.72,-118.3,3.615,25.6932366891458
14690,4.7188,36.0,6.008333333333334,1.0194444444444444,915.0,2.5416666666666665,32.8,-117.09,1.741,26.193787982381654
2584,2.2138,47.0,5.3003003003003,0.978978978978979,796.0,2.3903903903903903,40.87,-124.07,0.992,25.847504057847537
10320,7.2554,16.0,7.577154308617234,1.0100200400801602,1665.0,3.3366733466933867,33.85,-117.78,3.356,25.815274533269776
17218,2.125,52.0,3.5919117647058822,1.0625,412.0,1.5147058823529411,34.43,-119.7,3.0,23.98866474314547
14238,1.5,12.0,4.176980198019802,1.1695544554455446,2357.0,2.917079207920792,32.71,-117.09,1.063,24.440662663760932
5762,3.7083,31.0,3.8012048192771086,1.0180722891566265,1019.0,3.069277108433735,34.16,-118.29,2.419,23.73883403976847
12443,1.625,18.0,6.028268551236749,1.4028268551236749,3424.0,12.098939929328623,33.54,-115.22,0.535,25.734558973633003
736,4.0682,36.0,6.1193415637860085,1.0246913580246915,641.0,2.6378600823045266,37.67,-122.14,1.962,25.097360234655937
4662,1.721,42.0,2.708256880733945,1.1192660550458715,1605.0,2.944954128440367,34.05,-118.3,2.143,22.9211905702842
1306,4.9167,23.0,6.609195402298851,1.0,572.0,3.2873563218390807,37.99,-121.83,1.524,24.87743711028389
16624,2.6205,27.0,5.371482176360225,1.3339587242026267,930.0,1.7448405253283301,35.35,-120.84,2.211,24.515939304971827
10654,3.875,16.0,4.0,1.0,15.0,3.0,33.67,-117.86,4.5,24.13914026181929
12109,4.6667,4.0,6.892030848329049,1.1134777818582446,8805.0,3.2335659199412414,33.97,-117.29,1.606,25.308411171395687
19234,6.6854,18.0,6.648221343873518,0.9901185770750988,1442.0,2.849802371541502,38.51,-122.69,3.13,24.73185464685023
9945,6.8,33.0,6.539877300613497,1.1717791411042944,403.0,2.4723926380368098,38.37,-122.39,2.408,24.755278556024166
10909,4.125,32.0,4.668918918918919,1.0202702702702702,926.0,6.256756756756757,33.74,-117.86,1.759,24.11117820459348
16970,3.9833,35.0,5.13986013986014,1.027972027972028,1930.0,2.699300699300699,37.55,-122.3,3.428,24.656702590295794
10386,5.826,14.0,6.235995232419547,0.965435041716329,3041.0,3.6245530393325387,33.61,-117.64,2.479,26.040314594407715
1974,2.5042,19.0,5.739957716701903,1.2600422832980973,1301.0,2.7505285412262155,38.61,-120.66,1.264,26.239684223925934
9110,2.3958,33.0,4.941309255079007,1.1218961625282167,1459.0,3.293453724604966,34.6,-118.12,0.945,24.088250797315727
19345,3.8681,29.0,5.818181818181818,1.0294117647058822,1117.0,2.986631016042781,38.64,-122.82,1.886,23.36680406348143
14992,3.5938,38.0,4.712765957446808,0.9361702127659575,505.0,2.6861702127659575,32.72,-117.03,1.254,25.977653582636435
2964,,17.0,5.643026004728132,1.033096926713948,1204.0,2.8463356973995273,35.34,-119.05,1.062,23.818133294812537
366,5.3602,36.0,8.258064516129032,1.0,229.0,2.4623655913978495,37.75,-122.13,3.3,25.717539452576222
6019,3.6298,34.0,4.2896825396825395,0.8134920634920635,1325.0,5.257936507936508,34.06,-117.8,1.085,24.60220794544609
6752,4.6442,36.0,6.153526970954357,1.0933609958506223,1231.0,2.5539419087136928,34.11,-118.09,3.168,25.381184735228395
7183,2.6964,29.0,5.059171597633136,1.1775147928994083,785.0,4.644970414201183,34.05,-118.19,1.222,26.132826046149017
15861,3.7051,52.0,5.6879194630872485,1.1593959731543624,1645.0,2.76006711409396,37.76,-122.39,2.537,23.182829495897828
1236,2.6942,13.0,11.490861618798956,2.164490861618799,924.0,2.412532637075718,38.23,-120.37,1.235,26.265060924686168
11853,1.7829,47.0,5.128878281622912,1.0883054892601431,965.0,2.3031026252983295,39.8,-120.45,0.559,25.513192253223547
9493,3.25,16.0,4.935483870967742,1.060931899641577,830.0,2.974910394265233,39.37,-123.75,1.514,25.862466439059716
18692,3.2917,29.0,5.792490118577075,1.0573122529644268,1954.0,3.8616600790513833,36.93,-121.73,2.247,23.362745236104796
17746,2.5052,23.0,4.582697201017812,1.0559796437659033,548.0,1.3944020356234097,37.3,-121.75,1.337,23.193067179296655
3753,3.6563,40.0,4.405194805194805,0.9662337662337662,835.0,2.168831168831169,34.17,-118.39,2.224,23.580764235846374
4472,2.9939,31.0,4.560553633217993,1.0761245674740485,1164.0,4.027681660899654,34.08,-118.18,1.355,24.842258038697732
12735,5.9174,23.0,7.102439024390244,1.026829268292683,1132.0,2.7609756097560973,38.59,-121.34,2.259,27.005133273405534
18055,11.2463,22.0,8.249027237354085,1.0350194552529184,1480.0,2.8793774319066148,37.25,-121.99,5.00001,25.026048293415148
20271,4.3693,15.0,7.194321766561514,1.3444794952681387,3327.0,2.0990536277602523,34.17,-119.27,4.233,26.76319428907849
16777,4.6447,34.0,5.32425068119891,0.9727520435967303,1130.0,3.0790190735694822,37.69,-122.47,3.045,24.370888903492776
12941,4.6484,17.0,6.9140625,1.0963541666666667,991.0,2.5807291666666665,38.65,-121.26,2.706,24.88169362021896
11977,4.4063,15.0,6.1044303797468356,1.0031645569620253,1237.0,3.9145569620253164,34.0,-117.5,1.285,23.606546102535397
3990,7.642,23.0,7.232981783317354,0.9884947267497604,3221.0,3.0882070949185043,34.19,-118.66,3.749,23.473225349060346
7879,4.6713,33.0,4.643097643097643,0.8552188552188552,795.0,2.676767676767677,33.87,-118.11,2.318,24.911106214849298
1143,1.6948,15.0,5.676646706586826,1.221556886227545,893.0,2.6736526946107784,39.83,-121.5,0.875,25.570270084409515
16215,2.1284,27.0,4.420673076923077,1.0625,2010.0,4.831730769230769,37.96,-121.34,0.594,24.604437003250034
6600,2.8472,44.0,5.169741697416974,0.9077490774907749,607.0,2.2398523985239853,34.18,-118.17,2.188,24.879921735483304
18902,2.6708,52.0,4.863894139886578,1.2079395085066162,1238.0,2.340264650283554,38.11,-122.26,1.097,24.547443447176818
20584,3.3472,19.0,5.802752293577981,1.0458715596330275,755.0,3.463302752293578,38.65,-121.95,0.698,23.03419867723311
5610,2.0458,27.0,3.619047619047619,1.0627705627705628,1723.0,3.7294372294372296,33.78,-118.26,1.745,24.420858809098632
11044,3.6953,23.0,4.119850187265918,1.0674157303370786,940.0,3.5205992509363297,33.82,-117.83,1.5,24.623608250010268
1495,6.0704,26.0,7.359090909090909,1.018181818181818,706.0,3.209090909090909,37.94,-122.01,2.68,25.302054741840397
11364,5.2563,24.0,5.878151260504202,1.0056022408963585,2468.0,3.4565826330532214,33.73,-117.94,2.114,24.939977511696462
8980,3.9643,46.0,5.526315789473684,1.0526315789473684,69.0,3.6315789473684212,34.0,-118.41,2.75,22.350273333959894
19572,2.0493,19.0,4.186486486486486,0.9972972972972973,770.0,2.081081081081081,37.58,-120.94,0.995,25.212123096844692
4119,5.5524,52.0,6.129032258064516,1.0419354838709678,1842.0,2.970967741935484,34.14,-118.2,2.939,24.740196158745963
14977,3.4551,18.0,5.438799076212471,1.0254041570438799,1277.0,2.9491916859122402,32.71,-116.98,1.214,22.767836633836946
6219,5.112,29.0,6.3352826510721245,1.0155945419103314,1382.0,2.6939571150097468,34.06,-117.91,2.183,23.638331966984364
7462,2.4297,35.0,3.6475095785440614,1.0383141762452108,949.0,3.636015325670498,33.93,-118.18,1.472,23.722327323000727
3595,5.2939,35.0,6.08314606741573,1.002247191011236,1224.0,2.750561797752809,34.24,-118.49,2.442,24.706291948912693
19063,4.7356,18.0,6.815668202764977,1.1336405529953917,550.0,2.5345622119815667,38.31,-122.42,3.333,25.5392360547585
5689,,36.0,5.271889400921659,1.0115207373271888,1079.0,2.486175115207373,34.22,-118.23,3.61,24.312716617191708
5696,6.1873,35.0,5.348432055749129,0.9860627177700348,816.0,2.843205574912892,34.24,-118.26,3.121,24.904539615159376
5682,3.274,39.0,5.218503937007874,1.1614173228346456,1103.0,2.171259842519685,33.72,-118.29,2.543,23.71913506904656
2359,4.925,22.0,6.730831973898858,1.0016313213703099,1795.0,2.9282218597063623,36.76,-119.63,1.547,23.334162516578683
7885,3.0989,21.0,4.0133414190418435,1.0751970891449363,4396.0,2.6658580958156457,33.87,-118.14,1.714,23.747545051644856
3298,,17.0,5.4743589743589745,1.4711538461538463,633.0,2.0288461538461537,38.96,-122.63,0.64,23.722484080317756
617,4.9135,52.0,7.188811188811189,0.9020979020979021,317.0,2.2167832167832167,37.73,-122.15,2.75,24.36073676198114
19301,3.625,22.0,5.8545454545454545,1.1045454545454545,593.0,2.6954545454545453,38.39,-122.82,2.337,24.73802948029026
175,2.1563,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,37.8,-122.24,1.286,26.536034919643708
5968,4.075,18.0,5.733749349973999,1.0286011440457619,5407.0,2.811752470098804,34.1,-117.83,2.311,25.277678805767682
3891,4.3194,34.0,5.2254901960784315,0.9607843137254902,819.0,2.676470588235294,34.22,-118.56,1.97,24.775176186423607
6319,,28.0,5.4032697547683926,1.021798365122616,1407.0,3.8337874659400546,34.0,-117.97,1.79,24.16774677454436
94,1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,23.635901979089525
1711,3.6518,25.0,4.806818181818182,1.0176767676767677,1821.0,2.2992424242424243,37.98,-122.3,1.643,25.492358264844285
19284,3.1094,40.0,4.822916666666667,1.0729166666666667,841.0,2.920138888888889,38.37,-122.73,1.833,23.08738126778266
10331,6.7274,5.0,5.910931174089069,0.9649122807017544,1913.0,2.5816464237516867,33.84,-117.77,2.664,22.83603656517119
20078,2.6094,20.0,6.802631578947368,1.355263157894737,647.0,2.837719298245614,38.03,-120.39,1.391,24.271123701612947
12121,2.1574,35.0,4.7297650130548305,1.097911227154047,2721.0,3.552219321148825,33.92,-117.28,0.869,25.01825767421901
18765,2.875,17.0,5.48661800486618,1.0121654501216546,1171.0,2.849148418491484,40.53,-122.27,1.298,25.82114452081254
4659,2.5313,35.0,4.167487684729064,1.041871921182266,1578.0,3.8866995073891624,34.05,-118.31,3.058,24.425097563080982
9101,3.1946,5.0,5.618618618618618,1.0610610610610611,3569.0,3.5725725725725725,34.57,-117.93,1.327,23.563650376924727
9876,2.4864,41.0,4.88785046728972,1.1168224299065421,1890.0,2.94392523364486,36.6,-121.85,1.404,24.691353266689603
5727,3.9777,36.0,4.955375253549696,0.9979716024340771,1115.0,2.261663286004057,34.19,-118.22,4.098,25.463707754876943
19567,1.871,16.0,3.536,1.0,884.0,2.3573333333333335,37.61,-120.97,1.039,24.951644131140274
4599,1.3169,47.0,2.1530944625407167,1.1693811074918568,1406.0,4.579804560260587,34.05,-118.27,1.125,24.27292721466911
8630,4.75,36.0,5.92654028436019,1.0497630331753554,1031.0,2.443127962085308,33.88,-118.38,4.421,25.066943944362446
10562,10.4498,11.0,7.867364746945899,1.0785340314136125,1993.0,3.4781849912739964,33.72,-117.76,3.861,25.06154239945204
11515,8.7397,19.0,7.091370558375634,1.3756345177664975,491.0,2.4923857868020303,33.71,-118.09,5.00001,25.045760054915906
20575,3.75,38.0,5.275229357798165,0.981651376146789,259.0,2.376146788990826,38.72,-121.9,1.875,25.308060681739416
5547,5.6732,43.0,5.907090464547677,1.1100244498777505,1028.0,2.513447432762836,33.96,-118.4,3.307,26.949533577582162
17366,3.6815,43.0,6.516129032258065,1.1096774193548387,692.0,2.232258064516129,34.95,-120.43,1.818,24.077349320070322
13728,2.4943,29.0,5.0828402366863905,1.081360946745562,1323.0,1.9571005917159763,34.05,-117.18,1.223,24.543728860301755
14857,1.8672,43.0,3.988095238095238,0.9126984126984127,548.0,2.1746031746031744,32.64,-117.08,1.458,23.835993253511855
18997,6.0252,15.0,7.958217270194986,1.0389972144846797,1325.0,3.6908077994428967,38.34,-121.96,1.517,25.064679760231744
17608,6.6331,36.0,6.228699551569507,1.0089686098654709,623.0,2.7937219730941703,37.29,-121.9,2.833,24.232153485588395
15436,3.6375,19.0,5.98639455782313,1.126530612244898,1901.0,2.5863945578231293,33.21,-117.22,1.988,24.176721291870745
11866,1.6944,11.0,21.372093023255815,4.627906976744186,69.0,1.6046511627906976,40.19,-121.08,1.375,22.75531498290216
18724,3.8103,5.0,5.594215600350569,1.0569675723049956,2965.0,2.5985977212971076,40.6,-122.33,1.111,25.092959502734608
13568,3.1765,32.0,5.41147132169576,1.0723192019950125,815.0,2.0324189526184537,34.15,-117.28,1.35,23.996602954866738
3725,3.6745,31.0,4.532182103610675,1.0141287284144427,1626.0,2.5525902668759812,34.18,-118.42,3.355,22.927623039616336
17377,,19.0,4.563106796116505,1.225242718446602,1291.0,2.5067961165048542,34.96,-120.43,1.308,25.391869908395982
9328,3.9917,35.0,4.6091370558375635,0.9847715736040609,413.0,2.0964467005076144,37.96,-122.53,2.908,26.05182965632485
18042,8.492,35.0,6.785302593659942,1.04178674351585,1866.0,2.6887608069164264,37.22,-121.96,5.00001,25.065733116218755
18653,3.6619,31.0,4.63728323699422,1.0447976878612717,1489.0,2.151734104046243,36.96,-121.98,2.451,26.134226923840004
12838,,11.0,5.361736334405145,1.0578778135048232,1963.0,3.1559485530546625,38.69,-121.46,0.968,25.41403152734078
10922,4.1,30.0,4.576687116564417,1.0552147239263803,1048.0,6.429447852760736,33.73,-117.9,1.664,25.134039846773188
3922,5.4548,35.0,5.585714285714285,1.0285714285714285,425.0,3.0357142857142856,34.19,-118.56,2.014,23.456808939453346
4723,2.9883,41.0,4.538314176245211,1.0421455938697317,1252.0,2.3984674329501914,34.05,-118.37,2.961,24.628704378247843
15829,4.0625,52.0,4.156118143459915,1.0443037974683544,871.0,1.8375527426160339,37.75,-122.43,3.556,23.736753022936757
15816,2.0329,52.0,3.5843373493975905,1.2048192771084338,1270.0,3.825301204819277,37.76,-122.42,2.25,24.419250018671402
12326,3.3616,13.0,5.896240601503759,1.1338345864661654,1902.0,2.8601503759398494,33.97,-116.52,0.896,24.833021549391997
3826,2.5842,18.0,3.6778975741239894,1.0781671159029649,2099.0,2.8288409703504045,34.2,-118.45,2.308,23.566903644952696
18396,5.6958,15.0,6.057840616966581,0.9884318766066839,2519.0,3.2377892030848328,37.23,-121.77,2.538,24.438213619694555
14694,3.5562,16.0,3.411602209944751,1.1464088397790055,1170.0,1.6160220994475138,32.78,-117.11,0.735,24.73147704586941
12052,2.2197,33.0,4.325,1.0770833333333334,1374.0,2.8625,33.87,-117.57,1.382,24.32650238054979
9714,5.0,26.0,5.768072289156627,1.0210843373493976,2780.0,2.791164658634538,36.67,-121.68,2.023,23.59789881938816
14139,2.5583,31.0,4.606334841628959,1.1334841628959276,1263.0,2.8574660633484164,32.75,-117.07,1.207,25.56648081804846
13880,3.1505,9.0,5.6231203007518795,1.0545112781954886,3515.0,3.3035714285714284,34.46,-117.34,1.02,25.6773316438512
1471,5.3794,34.0,6.817991631799163,1.0418410041841004,1250.0,2.6150627615062763,37.97,-122.01,2.062,25.199454093000487
18080,12.2145,19.0,8.863080684596577,1.0562347188264058,1252.0,3.0611246943765282,37.29,-122.04,5.00001,25.73971796308071
7358,2.5556,29.0,3.9364864864864866,1.0635135135135134,3803.0,5.139189189189189,33.96,-118.17,1.465,25.062051069336235
8726,4.7308,35.0,5.666666666666667,0.971830985915493,601.0,2.8215962441314555,33.83,-118.37,3.534,24.94953912690448
14707,3.7167,17.0,5.034129692832765,1.0511945392491469,549.0,1.8737201365187712,32.8,-117.05,1.804,22.58599893706308
4875,,26.0,3.6835664335664338,1.4143356643356644,2821.0,4.931818181818182,34.03,-118.28,3.5,25.838918606677524
13779,2.598,21.0,5.045602605863192,1.0521172638436482,1351.0,2.2003257328990227,34.02,-117.05,1.067,24.652793542292773
4040,6.4958,37.0,6.872164948453608,1.0061855670103093,1171.0,2.4144329896907215,34.16,-118.49,5.00001,23.5143689501501
13009,3.6516,20.0,5.757225433526012,1.0491329479768785,889.0,2.569364161849711,38.67,-121.29,1.305,24.954428207356017
7900,5.93,16.0,5.958656330749354,1.0155038759689923,1368.0,3.5348837209302326,33.87,-118.03,2.776,25.767865559909083
6924,3.7986,38.0,5.35799522673031,1.0596658711217184,1540.0,3.675417661097852,34.01,-118.07,1.71,25.49669053862094
9109,6.4865,2.0,8.052670080468179,1.1331382589612289,4098.0,2.997805413313826,34.6,-118.16,2.044,24.86932464448688
19247,3.7266,16.0,4.702564102564103,1.0025641025641026,994.0,2.5487179487179485,38.47,-122.73,1.565,24.374793024407296
15172,5.7382,17.0,6.444043321299639,0.9205776173285198,667.0,2.407942238267148,33.04,-117.06,2.78,25.03689871472035
2043,4.4583,25.0,7.830985915492958,1.1126760563380282,249.0,3.507042253521127,36.71,-119.69,1.083,23.610986336930093
6668,3.0417,52.0,4.638115631691649,1.0342612419700214,1308.0,2.8008565310492504,34.17,-118.12,2.226,25.381842418626604
19956,4.2011,9.0,6.04516129032258,1.038709677419355,1955.0,3.153225806451613,36.22,-119.33,1.081,23.508099046557252
6793,2.7483,28.0,4.106508875739645,1.111439842209073,2934.0,2.893491124260355,34.09,-118.14,2.188,23.58440064468346
17023,8.4693,26.0,6.993079584775087,1.0224913494809689,1611.0,2.78719723183391,37.52,-122.32,4.192,24.457450058731375
11704,10.2252,14.0,7.1,1.0461538461538462,420.0,3.230769230769231,33.89,-117.97,4.628,25.008870712357144
446,3.875,52.0,4.387254901960785,0.9705882352941176,386.0,1.892156862745098,37.87,-122.29,1.826,24.034156250386097
12510,2.6417,35.0,4.232558139534884,0.9069767441860465,115.0,2.6744186046511627,38.55,-121.42,0.989,23.785751723705282
17635,,26.0,7.571428571428571,0.9560439560439561,2381.0,2.907203907203907,37.28,-121.92,3.97,23.64512001079949
19383,2.3523,28.0,5.206896551724138,1.0,535.0,2.3060344827586206,37.77,-120.86,0.947,26.252585447330144
5424,3.6488,21.0,4.153649167733675,1.0435339308578746,1423.0,1.82202304737516,34.02,-118.42,3.408,24.87815016866084
3198,3.5486,4.0,6.208333333333333,1.305,1478.0,2.4633333333333334,36.37,-119.65,1.48,24.898672279117488
7722,3.3292,31.0,4.682203389830509,1.0995762711864407,1047.0,2.218220338983051,33.94,-118.12,2.713,23.773738195823498
9739,2.7694,32.0,4.473007712082262,1.025706940874036,1563.0,4.017994858611825,36.76,-121.75,1.324,24.04007028302059
2613,2.6847,18.0,5.704152249134948,1.1453287197231834,1554.0,2.688581314878893,40.99,-124.08,1.113,25.999494866830428
8832,4.0651,33.0,3.7812128418549347,1.028537455410226,1347.0,1.6016646848989298,34.09,-118.37,5.00001,25.87373980544765
